"","X1","X2"
"387","marriagedivorced:famincomeabove 100k","-0.00246304804923839"
"388","marriagenever_married:famincomeabove 100k","0.00178133021819189"
"389","marriagewidowed:alcohol12yrno","-0.00143817859403717"
"390","marriagedivorced:alcohol12yrno","0.00344793904149018"
"391","marriagenever_married:alcohol12yrno","-0.00171177708700413"
"392","marriagewidowed:alcoholfrq","-0.000351079485246315"
"393","marriagedivorced:alcoholfrq","-2.14805262609295e-05"
"394","marriagenever_married:alcoholfrq","-6.48880229896023e-06"
"395","marriagewidowed:log.grocery","3.91583354749802e-05"
"396","marriagedivorced:log.grocery","-1.67153270064376e-05"
"397","marriagenever_married:log.grocery","-0.000151468173960138"
"398","marriagewidowed:log.eatout","0.000101700325115814"
"399","marriagedivorced:log.eatout","5.29712744472367e-05"
"400","marriagenever_married:log.eatout","-2.873444311652e-05"
"401","marriagewidowed:log.delivery","-0.000441549387605723"
"402","marriagedivorced:log.delivery","-0.000251217725832918"
"403","marriagenever_married:log.delivery","-1.69041214657828e-05"
"404","marriagewidowed:milkrare","0.00356923479343415"
"405","marriagedivorced:milkrare","3.08931111348891e-05"
"406","marriagenever_married:milkrare","0.000144976685185799"
"407","marriagewidowed:milksometimes","-0.00296357401533392"
"408","marriagedivorced:milksometimes","-0.00159378383418253"
"409","marriagenever_married:milksometimes","0.001547836250714"
"410","marriagewidowed:milkoften","-0.000454453705733302"
"411","marriagedivorced:milkoften","0.00187910984495841"
"412","marriagenever_married:milkoften","-0.000120878119153244"
"413","marriagewidowed:milkvaried","0.00562220811245409"
"414","marriagedivorced:milkvaried","0.000231029224348675"
"415","marriagewidowed:meals_nothome","-8.70740083024533e-05"
"416","marriagedivorced:meals_nothome","3.26747255743524e-05"
"417","marriagenever_married:meals_nothome","-0.000217527189449499"
"418","marriagewidowed:meals_fastfood","-1.7195972793074e-05"
"419","marriagedivorced:meals_fastfood","0.000229899877913765"
"420","marriagenever_married:meals_fastfood","-0.000247353490976257"
"421","marriagewidowed:depressedsometimes","-0.0023161285977063"
"422","marriagedivorced:depressedsometimes","0.000194496573464734"
"423","marriagenever_married:depressedsometimes","0.000593909359531708"
"424","marriagewidowed:depressedoften","-0.00145585829652017"
"425","marriagedivorced:depressedoften","0.00673782036778382"
"426","marriagenever_married:depressedoften","0.00387840895208767"
"427","marriagewidowed:depressedalwyas","0.0072155963591686"
"428","marriagedivorced:depressedalwyas","-0.00291282706856577"
"429","marriagenever_married:depressedalwyas","-0.00189799519551226"
"430","marriagewidowed:sleep_troublesometimes","-0.000136291984871795"
"431","marriagedivorced:sleep_troublesometimes","0.0006424746716339"
"432","marriagenever_married:sleep_troublesometimes","-0.000532200403933098"
"433","marriagewidowed:sleep_troubleoften","0.00577278229355489"
"434","marriagedivorced:sleep_troubleoften","-0.00102451508173869"
"435","marriagenever_married:sleep_troubleoften","-0.00177686297036825"
"436","marriagewidowed:sleep_troublealways","0.00186457018065815"
"437","marriagedivorced:sleep_troublealways","-0.000453164321417175"
"438","marriagenever_married:sleep_troublealways","0.00144944101766616"
"439","marriagewidowed:activityNo","0.00188618949271855"
"440","marriagedivorced:activityNo","-2.94582377511282e-05"
"441","marriagenever_married:activityNo","-0.000189361238265413"
"442","marriagewidowed:tv_hrs2~4hrs","6.2883056779314e-05"
